,name,comment,mark
34,"
              2022款ID.4 X 智享长续航版
            ",底盘滤震好，过坎干脆，有高级感。路感反馈也不错。刹车脚感线性，感觉不出动能回收带来的闯动。方向手感及格，低速应该再轻盈点。动力满足一般需要是够了。转弯半径突出的小，非常灵活。续航比期望稍不足，室外30°，开25度空调，市区道路平均速度27km。D档，驾驶稍激进。百公里电耗是18度。,4.07
35,"
              2021款ID.4 X 1st Edition ID.初见版
            ","【充电时间】
还不知道，本小区有安装充电桩的，估计不会有大的波折，现在电车多了，很多物业对此也是开发态度，老小区的话可能有点困难！
【保养】
电车要是保养贵，也不会送终身免费保养了！基本上就是换一换空调滤芯，刹车油这些！感觉都用电车的话，要淘汰一大批修车店啊！
【空间表现】
不大但够用，后备箱是真的大
【提车价格】
销售不让我说，可能也是安慰我！
【购车经历】
本来看了这个车看看钱包还有点犹豫，但是带着老婆去试驾时候，老婆很配合，特意把孩子带走让我跟销售聊价格，看来她看上了，可以说老婆孩子让我下定了决心，原来的小Polo孩子在里面磕磕碰碰的！为了老婆孩子也为了自己吧? 对比了几家吧，这个销售比较有诚意是个99年的嫩孩子，做销售让他很成熟，扯远了反正很快6号去谈交定金！8号提车，早上10点到，下午1点全办好。
【销售态度】
不错吧，我22岁时候没有这么多阅历！
【驾驶感受】
保续航牺牲加速性能，我自己也会这样取舍，但是比同价位的油车要好的多，应该没有造车新势力的那种科技感，但我是穷人乍富，刘姥姥进了大观园，怎么看怎么觉得吊炸天！
  总的来说，要科技要动力别选它，但是这个价格看得出大众很有诚意了！车友们去谈价格的话，建议胆子大一点?12月厂家希望多搞点积分抵消负分，4s希望多卖点车拿返点，他们不想放过你的。多对比几家，你会发现总有那么一个4s是比较急切的，你也可以在这个过程中试探他们的底线，当然一人一个情况，也别生搬别人的价格。",3.79
36,"
              2021款ID.4 X Pro 极智长续航版
            ","1.整体外观有别于大众传统油车的套娃脸，加上亮丽的颜色，在外观上还是挺吸引人的。
2.驾驶感受上不愧是大厂的调教与做工，驾驶舒适，尤其是转弯半径，相当小，单车路段一把转。
3.在系统智能化上还有待提升，同时也由于平时对车机智能化这块并不是非常在意，所以也能接受，但对比其它品牌的电车，还是望大众在软件上更下功夫。目前更新了4款娱乐app，随着后续无限流量的上线，id电车的车机娱乐这块也会得到提升。
4.我买的是555km续航的pro版本，在春秋天的续航表现很不错，基本百公里电耗在12-14之间。经历了上海的冬天之后，对该车的冬日的续航目前感受是对于城市通勤来说一点问题也没有，冬季最大电耗来自于一晚上停室外后第二天起步后的电池加热，这块的电耗是占比最大的。总的来说该车冬季续航在6.5折-7折左右。
5.该车空间足够普通家庭的日常需求，后备箱空间宽敞，第二排坐的也不显得局促。",4.07
37,"
              2021款ID.4 X Pure+ 纯净长续航版
            ","【外观】
外观耐看，大气；与大众油车外观差异化大；前后灯带很漂亮

【空间表现】
空间比较大，驾乘体验不错；我开的多，坐的少：开起来感觉更像是轿车一点，视野没有特别高，而且开久了感觉像陷进座椅里一样，不是很舒服；
根据家里人乘坐后的描述，前排乘坐感受非常好，空间很大；后排空间试驾的时候坐过，腿部承托还行；

【动力表现】
动力响应较同级别油车好一点，加速踏板响应略有迟滞，据说是大众工程师的特别调教，让油车驾驶员能够更快接受；总体而言够用，不至于太肉和太蹿；

【底盘表现】
地盘不错；我开过的车不多，所以没法对比，和轿车的感觉差不多；

【隔音静谧性】
隔音静谧性在中低速时很不错，有时不知不觉时速都5、60了还是很安静；但是高速风噪胎噪很明显，实在是无法忽略；

【智能化】
智能化，只能说相较于国产车机来讲，比较差劲；中控屏幕显示效果还不错，但触控体验一般；导航不太行，路况、限速、违章摄像头数据陈旧；系统默认背景色是屎黄色，且我买的版本不支持更改；因为支持CarPlay，所以挽回了一些使用体验；不过无线CarPlay偶尔有过几次断联，重启车机后恢复；

【续航】
续航分几类说一下：
下雨天+高速路况是最耗电的，车内开个空调，电耗能到22+，这种情况下能跑400不到
大晴天+城市路况+15摄氏度往上，电耗可以低到11，这种情况下能跑550+




【充电时间】
我有自己的车位和电桩，所以都是晚上交流口充电，早上都能冲到80%；快充口我还没有用过，就不分享了



【最不满意】
没有电尾门，每次开关都碰一手泥


【最满意】
用车省钱，用车省钱，还是他喵的，用车省钱！",3.43
38,"
              2021款ID.4 X Pro 极智长续航版
            ","【驾驶感受】
提车两周，行车500公里左右，最真实的感受给大家参考。外观内饰美感不错，行车很稳，动力够用，加速平顺，功能保守，辅助驾驶辅助性大于自动性，电耗不稳定非常不满意，下文细说。
【动力表现】
动力平顺稳定，加速线性，市内超车稳定，高速120以内也足够稳定。非常适合小孩家庭使用，足够平稳。
【空间表现】
空间足够，类似中型车，稍微有点矮，但是足够用。
【提车价格】
没有议价空间，可以适当谈下礼物赠送服务。
价格
【销售态度】
销售态度非常不错，这是我宁愿不买高配置一汽买低配置上汽的原因，上门试驾，上门检查。服务不错。
【续航】
这是我这辆车最大问题，我声明仅仅表述我自己这辆车所展现数据的问题。两次测试里程数都在400以下。第一次因为测试功能所以不准确，仅仅300多公，第二次充电96%，一直到73%电量都很准确预测能500以上，从70%开始猛掉电量，目前状态充电后行驶245公里，表显能耗17.5千瓦时百公里，剩余24%电量，剩余续航140，预计能开380公里。我的驾驶全部市内，，b档驾驶，经济模式24.5空调低速，副驾驶没人开单边。两个疑问，一是续航实在太低，二是按照能耗，计算出实际里程完全不止245公里？电池是否有83.4电是个疑问！
【最满意】
除了续航基本满意。
【最不满意】
续航有严重问题，同时两周已经两次故障灯亮了，一次说是被干扰车道保持失灵，一次贴膜装记录仪，安装师傅问题，车灯故障，不过都是维修师傅上门解决，还算满意。",4.29
39,"
              2021款ID.4 X Pro 极智长续航版
            ","外观：
作为大众ID.4的改型车，正脸看略显不够大方，但正侧、斜侧和后方看是优雅大气，特别是双色搭配，在车流中很显眼（晚上的灯光就更赞了），我爱人选的超导红，是因为三亚滴滴大部分是白色，不想泯然众人矣。
内饰：
稳重，氛围灯是亮点，指向灯配合导航使用，略有用处。
配置：
因为买车前在高速有过追尾事故，所以就看重这个车宣传的安全性，这里不赘述了，但这个音响得吐槽一下，还好后排老人孩子对这个不在意，但只有五个喇叭……还有就是中配没有标配360，残念
空间：
作为紧凑型SUV，空间足够一家四口出行。
操控：
开惯了买菜车，对ID系列近似燃油车的操控很满意。
动力：
作为家庭用车，主要也是我爱人开，再加上这个车重，挺满意这个动力，在高速超车也不错（车速120～140）。
舒适性：
d档对后排乘客很友好
说在最后就是建议了：
上汽大众还得按照智能手机的思路去做新能源汽车，不要像火腿肠一样挂掉，要像华为似的走出路来。",3.93
40,"
              2021款ID.4 X Pro 极智长续航版
            ","自己买的车，肯定对外观内饰还是比较肯定的，挺好看，灯光酷炫，而且自动大灯相当实用和智能；配置也比较不错，尤其安全配置，空间也比较宽敞，手机App功能也稍显单一，希望后期也能丰富。
当然，首先买的是一台车，所以驾驶质感，安全指数应该是排在首位的，这一点ID4x做的很好，作为电动车，续航也是比较实在的，冬季电池缩水是是电池技术瓶颈，ID4x做的算不错的，正因为上述的前提，车机反倒不是决定性的，但是可以有提升空间。
总之，ID4x是一台很好开的车，在电池上也做的比较实在，车机可以更好，锦上添花。
实际使用感受，和各位ID4x真实车友交流。
【续航】
春秋季超过标续555km，比较扎实，还是比较靠谱的，相比很多品牌虚标实在。
【空间表现】
家用够大，发达同级别的高位值。
【充电时间】
40分钟20％-80％快充。
【智能化】
如果想要一块平板，那还是有差距，但是作为车机，还是够用的，可以在互联网基础上进一步智能化。
【最不满意】
暂时没有，当然续航越长越好，不过ID4x做的不错了。
【购车经历】
4S店线上下单，本来准备买ID4crozz，但是上汽大众销售很热情，成功把我转了过来。
【提车价格】
基本没啥优惠，有一些线上权益，送了装饰。
【驾驶感受】
很不错，胎压2.6，过弯很稳，提速很快，线性，老牌大众底盘技术还是过硬的。动能回收不会太猛，B档（单踏板模式）我的黄金右脚修炼的很好了。
【乘坐体验】
基本上没听说坐着不舒服，家人没晕车什么的。",4.71
41,"
              2021款ID.4 X Pro 极智长续航版
            ","感受：车辆外型OK，内饰比ID4 CROZZ好看，外观CROZZ又更喜欢。驾驶感受非常出众，很扎实的感觉。
续航：提车的时候室外15℃左右，平常上下班开的急刹急停的也能到540续航，挺满意。
现在0℃只能跑400KM，有时还开不到，电下的蛮快🌝。
维修：现在跑了2300KM了，前轮胎让我在小区里带大理石棱角的地方怼爆了，侧面裂开口，4s没现货，过年着急用车自己网上买了一条1700多，太贵了钱包淌血。。。
车机：平常U盘里有电视剧电影，在车里坐着吃吃零食看看剧挺好的，电车随便开空调睡觉😴不耽误。貌似有人已经升级到最新版有爱奇艺等视频软件了，我还没收到，等着吧。偶尔车机有点小毛病抽风，比如最近车内空气净化pM2.5读数错误飙升到499，时钟偶发性的不显示，双闪那一排触摸快捷键经常没反应。总体还是很好的，没遇到网上传的卡顿启动半天打不开空调等情况，估计是尬黑吧。",4.36
42,"
              2021款ID.4 X Pro 极智长续航版
            ","【空间表现】相当不错，后排中间拢起2厘米，可以忽略

【充电时间】第一次快充电20分钟左右，34%起80%止

【智能化】
比较鸡肋，车机语音感觉和一个大傻子在说话，说啥都是您说的没有听清非要用吼，还得是标准普通话吼。车窗前后切换按键要看手指温度，温度太低没有反应，按的过快就跳到四窗同时控制，可能是咱还不太会用也可能是大众车机系统有待提升！
【驾驶感受】
一般走二环和雄楚高架，通勤一天往返100公里，打开驾驶辅助系统开车很轻松，就怕加塞的系统反应不过来需要自己及时踩刹车。雨天晚间驾驶辅助系统不好使，经常两边晃，感觉白内障识别不请白虚线。感觉这车很好开，转弯半径也小，的士调个头都要转两股道，咱们调头一股到轻松过来，
【动力表现】
刚开始用D档，只要猛踩那提速有飞一般的感觉，现在用B档脚一松及时降速明显和踩刹车一个感觉，动能回收非常明显，这车开起来很轻松",3.79
43,"
              2021款ID.4 X Pro 极智长续航版
            ","总体来说：还是相当的不错的！外观科技感十足，棱角分明！内饰简约而不简单！！最主要的是全景天幕简直不要太哇塞！！                      驾驶两个月，总体驾驶体验还是很不错的。总看到有很多人在网上各种评价，个人感觉车机还算稳定，没有出现黑屏的问题；可能是冬天气温低，夏天的时候看看什么表现吧；还有车载CARplay也还可以，只不过每次上车后打开手机都会自动连上，想听收音机的时候就会比较尬~~续航问题也在接受范围内，我一般充电都是到90%，一般跑到20%左右就会充电，充到90%表现续航是360KM左右,实际能跑400KM个人觉得小case！续航还是比较满意的~~
总之，提了这辆大众.ID4X，各方面还是比较中意的！！",4.14
44,"
              2021款ID.4 X Pro 极智长续航版
            ","外观 超爱iq light每次靠近点亮真的超帅，内饰大众新的风格还不错双拼氛围灯两种材料的座椅等等但是一些细节方面后排没有氛围灯和音响车门玻璃内侧没有塑料包覆还是看得出省成本。

【空间表现】
原来是君威车主感觉这车空间好大，虽然大众那些带l的汽油车更夸张但这个空间对我已经很够了。横向对比紧凑suv就是中等偏上吧

【驾驶感受】
个人很讨厌suv喜欢轿车，买id4也是冲动消费，没有试驾直接买了。底盘感受还是很惊喜的，电动车一般都重心低，但id4的悬挂也支撑很足，快速转弯也完全不会有车撑不住的感觉，相对应的就是悬挂比较硬，用大众粉的话说德味十足，这么高的suv悬挂行程够长道理应该软一点才对，反而是小一号的id3又软又韧，动力方面0-90动力很足，90-140只能说够用，110以上超车要预判

【续航】
续航还行都说大众表实在冬天上海430km左右83度的电池实际挺大的比较良心

【智能化】
无限CarPlay很好用别的就是一些花里胡哨的东西，l2+功能不多不能自己变道但是有的功能都很好用：车道居中不会画龙，低速跟车加减速都很轻柔距离控制的也不会让别人随意插队。
别的一些自动泊车，召唤之类的统统没有大众这方面确实落后国产一些，据说会有ota但什么时候还不知道

【购车经历】
留学回来入职大众一个月出了活动就买了我的价格肯定是普通消费者想象不到的就不说了。走的员工渠道4s态度不错但服务不是很好什么都没送临牌车牌都只能自己办，期间有些什么问题销售答复基本都说：没办法钱都给大众了我们赚不到什么/你是大众员工你应该比我清楚（内心os我是大众员工我又不是搞销售的）。但是我经历应该是个别现象非常推荐大家去id store买服务态度会好很多。",4.43
45,"
              2021款ID.4 X Pro 极智长续航版
            ","ID.4 X交了定金之后没等多久就通知提车了，因为问了一下那个车型交车快，虽然知道白色保值会好一些，但是耐不住真的中意蓝色～

跑了5000公里了，长途短途都跑过，来说说体会～

用车成本真的很低，充电比加油可便宜多了，而且在公司在家都能充，不用特地绕去加油站排队；

外观满意，大灯和尾灯都很漂亮，迎宾功能很有仪式感；
内饰无功无过；

驾驶感受不像开过的其他电车，要么就拉不动，要么就一冲一冲的，ID.4 X开起来起步很平稳，而且红绿灯不知不觉就飞出老远，不费力气地把别人甩在后面的感觉真好～

智能方面我觉得很不错啊，吐槽大众智能的估计都是老旧观念了吧～语音导航，准确度ok，有一条灯带提醒，很赞～

车机也在悄悄升级，云听我用的还蛮多的，爱奇艺和唱吧目前还不大用，但是流量无限了，需要表扬一下，不过确实死机了几次，重启就好了；
手机APP能控制充电，能看车在哪，还能领V豆赚福利～据说新款又增加了好几个功能；

还有acc 无线充电 按摩座椅 方向盘加热 电动尾门什么的，想想换车换对了，大时代转变的时候，早买早享受～

续航做不到555km，那是理想值，但是ID.4
X好在剩余里程比较准，不会让人心里慌，过年长途回老家，单程300公里，一车的东西，到家还剩不到100公里，挺满意的；

供大家参考哦～希望以后能做车友～",4.61
46,"
              2021款ID.4 X Pro 极智长续航版
            ",车辆的外观设计我还是比较喜欢的。SUV的空间大，但是线条还是比较柔和。男女都适合。颜色我选的是蓝色。这个颜色我非常喜欢。应该是油漆的特色关线下蓝色的感觉还不一样。给我感觉应该是带点珠光的蓝。内饰感觉也比传统油车好看很多，30色的气氛灯带增添很多现代感。多功能的组合空间绝对满足家庭需要，后备箱的扩展非常适合搬运较多物品。最好看的还是灯光设计。炫酷的发光标志和智能化的灯光系统都是非常棒的，迎宾式唤醒功能绝对是一个大亮点。每当我走近车辆时就看到灵动的大灯亮起并左右转一圈，前后标志和灯带都会流动感的亮起。非常有仪式感。也经常会被路过的行人说“你看这个车标志会亮的”。ID.4X操控性更是出色，看得出底盘非常扎实。提速迅猛但是方向绝对不飘。可以说我的50公里内起步绝对和跑车有得一拼。变道也非常准确。但是方向盘的转动比一般的油车会重一点，估计是怕起步太快是方向太猛有危险。配备83KW的电池模组和150KW的驱动电机。有很不错的动力也保证了经济电耗。一般不开空调的季节城市综合路况（70%高架道路）实际续航在500公里左右，续航历程还是比较准确，只要你掌握了车辆各种情况下的电耗。自己完全可以准确预判和使用。增强式抬头显示虽然有点贵但是绝对是增加驾驶体验感的。非常有科技感。也让你驾驶过程不再需要去看仪表盘。速度，导航都能显示在前窗上。在使用一段时间后最让我感到惊讶的是非常出色的L2辅助驾驶功能。特别是在高架高速道路行驶。完全可以放心的操作，车辆车道保持非常稳定。但是辅助驾驶还是需要驾驶员主动干预的。你手离开方向盘3-5秒就会提醒驾驶员掌控方向盘。对于车辆的定速巡航跟车也非常好用。还有要提一下的就是ID.4X的转弯半径。真是同级别里面最优秀的，特别是在小路或拥堵的停车场我们都能轻而易举的掉头转弯。这种设计也是考虑到现在很多实际开车的问题。还有就是驾驶辅助系统的主动安全系统非常给力。一次是驾驶时开一点走神，差点追尾被车辆主动刹车了。一次倒车时有一辆外卖车突然出现在我后面。也被车辆主动刹停了。这种安全性的系统还是非常让我满意的。唯一略有遗憾的是软件开发上还有待提升。希望以后的升级后能有更多的应用。,4.93
47,"
              2021款ID.4 X Pro 极智长续航版
            ",车辆外形精致可爱，SUV的车身视野开阔，尺寸五口之家足够，比那些小尺寸的电动轿车体验感好很多，21寸大轮毂视觉效果及通过性都非常好，四周的灯带，熏黑大天窗车顶，都给车辆加分很多。内饰布局比较清新，双屏控制大气又不失智能，旋钮式换挡拨杆集成在方向盘边的行驶屏上，操控方便，又节约了中间扶手处的空间。前后排空间都很宽，后排地板平整，没有凸起，让后排乘坐者非常自由。翻毛皮座椅，30色氛围灯，无钥匙进入，双驱自动空调，电动尾门带感应开启功能，都非常实用。车辆开启后无噪音和电流音，非常安静，驾驶操控精准，加速非常快，澎湃的动力5秒就可以到70码以上，制动操控稳，转弯扎实不飘忽，车辆行驶到100码时的静音效果也比较满意，门四周没什么风噪，只有一些胎噪，比一些SUV好很多。高速体验感很好，即便丢掉电门滑行，也没有强烈的拖拽感，这个比其他品牌电动车好，很像燃油车的体验。车辆续航真实，春秋季节，城市路面可以跑500公里，高速行驶时续航会降低但也足够使用，冬季温度很低时续航会降低，大约400左右，这一点和其他电动车几乎相同。充电桩是免费送的，免费安装，即便车主姓名不是本人也可以安装，家用充电安全方便，正常8个多小时可以充满，我常选择晚上波谷充电，只要3毛多一度，充满80度电也就30元不到，可以开大约500公里，公共快充大约40分钟可以充满80%，价格大概1元一度，也非常的方便快捷！可以通过车辆语音互联直接问询最近的充电桩布局，便于自己找到最近的充电桩。开车过程中可以对车机说一句“你好大众，打开收音机”就能轻松与车辆互联，也可以通过无线CarPlay连接娱乐系统，播放音乐和调节导航。电动车不需要购置税，保养也非常省心节约。从去年10月提车至今，累计行驶了6000公里，经历过秋季和冬季，也跑过春节假期的小长途，对它的性能，续航，操控都有了非常切身体会，感觉车辆非常好，我家人也非常喜欢，小孩子喜欢上车后听贝乐虎音乐和故事，现在春天到了，天气暖和多了，车辆的续航比冬季提升了很多，到了周末就会开出去走走逛逛，玩一玩。总体感觉ID4X是一款操控好，省心，省钱又非常酷炫的家用纯电SUV，值得推荐给身边的亲朋好友们。,4.79
48,"
              2021款ID.4 X Pure+ 纯净长续航版
            ","2021年11月底，等了两个月，终于盼来的我的id4x。早早的在地库装好了充电桩，这一刻是欣喜的，不过还是很淡定，毕竟是自己的第三台车子了。
先说一下外观吧，我订的是晶质白，红黑内饰。外观三种颜色拼接而成，AB柱红色，黑色车顶。贯穿式led前后灯组非常拉风，特别是发光的车标，逼格满满的。
再说一下内饰，因为第三辆车了，且都是大众的。感觉这次用料有了长足的进步，中控台有三分之一是皮质的，门板也用了大量皮质包裹，而且车里完全没有味道，也配了pm2. 5。吐槽一点，这个价格还是塑料方向盘，这个真的无法理解，我是直接缝了翻毛皮真皮打孔方向盘套，实在接受不了塑料的手感。还有就是后排没有杯架。这两点真是比较抠唆。其他也就罢了，中规中矩吧。
然后说一下驾乘体验，先说驾驶感受，上台是科迪亚克330豪华，动力186p，这台动力204，比前者还要高将近20，个人认为动力充沛，随叫随到，特别是0-70，加速轻盈不推头，没有有车涡轮介入的那种迟滞拖拽感，底盘扎实稳重，有着20多万燃油车没有的行驶高级感，这点值得好评。转向半径很小，从掉头就可以展现的淋漓尽致。说实话，D档模式下，感觉和燃油车区别不大。唯一让我感觉到不太习惯的地方在于刹车。刹车个人感觉不够线性，前三分之一虚位很大，基本没有刹车效果，中段才有减速的感觉，60以上速度想有明显减速，基本要踩到底了，要看自己对刹车的感觉了。乘坐体验，我176，体重170斤，前排调整好，后排2拳。头部没量，没啥问题。因为是纯电，后排地台是纯平的，中间可以做个瘦点的人，不会不舒服。后备箱虽然没有我的科迪亚克那么夸张，但是也很大，我买回来就拉了四条雪地胎，竖着放把那个储物台去掉，刚好放下，20寸的胎那是相当大的。
最后说一下续航以及用车成本这一块的问题，我真真实实把我目前的实际情况，以及个人感受分享给大家，作为跟我一样处境的人可以参考一下。我坐标是在新疆乌鲁木齐市。新疆大家都知道，和东北的冬天不相上下的，我们这边目前的温度在零下10度左右。深夜可以到-15度左右。这还不是最冷的时候，1-2月份，低温有可能在-20度以上，这是很普遍的现象。我当初买电车是因为我家有地库，地库管理的很好，温度基本维持在15.16度，而且我装了充电桩。在这种极寒的天气下，且有地库电桩的，我建议也是可以考虑在新疆，东北这种地方用电车的。这一个星期跑下来，我的综合续航大概在380公里左右，平均20kw/100㎞的用电。因为要开空调，空调温度在19°左右。除此之外，二者只满足之一条件的人，我都不推荐他买电车，太不划算了。我身边有很多人，每天停在寒冷的外面，每天冷启动，满电下续航显示的只有可怜的200+。这是非常真实的案例，每天为了找充电桩而烦恼，新疆这边的充电设备还是覆盖范围太低了。而且外面充电快充平均1.3一度电，因为商用充电桩一度电的服务费就将近一块钱了。所以大家一定要慎重考虑！慎重！",4.43
49,"
              2021款ID.4 X Pro 极智长续航版
            ","【智能化】除了车机拉垮  其他都还不错 

【充电时间】
快充半小时80%左右 够用
【续航】
冬天开空调350左右  夏天真的美滋滋 500起",3.86
50,"
              2021款ID.4 X Prime 劲能四驱版
            ",总体不错，除了车机相对有点拉胯，内饰用料塑料多了点之外，别的都还不错，车辆的驾驶感受没的说，很德味，同级别可以排前面,4.43
51,"
              2021款ID.4 X Pure+ 纯净长续航版
            ","【驾乘体验】动力强劲，推背感强，提速快！


【充电时间】
自己在家里充电桩充电大概7-8个小时电充满。
【续航】
冬季充电10个小时充满，电表显示续航405-403公里，实际行驶大概在350公里左右，期间空调偶尔开开，大屏幕基本上没有使用。春季充电7-8小时，充满显示续航里程502-503，实际续航行驶大概在400公里左右，这个和路况以及驾驶习惯等等有关系。
【智能化】
前后灯光智能非常漂亮好看，大屏幕全面智能。
【最不满意】
轮胎感觉有点颠，和我之前途观比，其它感觉还好，当然和其他燃油车比还是不错的。
【空间表现】
空间前排感觉空间宽敞，后排空间不是很大，但是能接受。后备箱空间不错，整体空间不错。

【购车经历】
从预定到提车前前后后大概一个月吧，时间还能接受，销售服务热情，一条龙服务，购车发票，临时牌照全部搞定，然后问4S上牌需要多少钱，销售说需要500，建议我自己去上牌，手机上面下载一个税务App在上面申请好车辆购置税免费申请，电车的好处就是免税，申请成功后，直接去车管所，大概20分钟搞定，15个工作日后再去车管所拿牌照。",4.21
52,"
              2021款ID.4 X Pro 极智长续航版
            ",犹犹豫豫选了半年电车，但在上海车展上看到了ID.4X皮卡丘就沦陷了，ID.4X就是我心中的Dream car。因为常年要在上海和杭州跑，ID.4X续航555km完全能满足我的需求。购车初期对电车的续航焦虑，在经过两个月的驾驶体验后，完全消除了这一焦虑。两个月的时间，已经驾ID.4X行驶超过了6000km，前后去过上海、宁波、舟山，最远去过嵊泗，电车强劲的动力和大幅下降的费用，给我带来了一次又一次的惊喜。在此之前，我认为车就是带我到目的地的工具，但通过ID.4X的车圈辐射，让我认识了很多志同道合的车主朋友，通过ID这个载体，把原本陌生的你我他链接在了一起，感谢ID感谢相遇。在9月20日杭州ID.X车友会正式成立，欢迎有更多的车主加入我们，让我们红尘做伴活的潇潇洒洒！,4.29
53,"
              2021款ID.4 X Pure+ 纯净长续航版
            ",车子还是挺好的，期待未来纯电车能到1000公里以上，现在市场真的是变化莫测啊，这纯电动车才推出市场没几年，结果现在销量是越来越牛啊，我想大部分买电动车的家庭一是为了绿牌，不限号，不限行，二是节约成本，毕竟比燃油车省啊，很适合家庭的第二台车，还别说这台ID.4X确实颠覆了我对大众的认知，之前的大众给人造型都差不多，不过这台ID.4X造型确实漂亮时尚多了。虽说ID4X是一款紧凑型SUV，但它尺寸表现还是惊喜颇多，比如说2765mm轴距，就能很好满足对空间的高要求。它后排是纯平状态，所以即便满载三个人，也不会觉得拥挤，再配合本身就极为宽大厚实的座椅，舒适性肯定有保证，像前排座椅还有丰富的功能性配置。,3.43
54,"
              2021款ID.4 X Prime 劲能四驱版
            ",车机卡过几次，导航停止导航，不知激动啊具体原因是什么，大概两分钟后恢复正常。驾控体验非常非常不错。德系车的紧实的地盘质感。6.2秒的百公里非常够用了，也不会有任何加速时的不适感。刹车前半段会感觉比较空，应该是因为动能回收的原因。单踏板模式开车也很舒服，基本上不需要时间去适应。续航里程时可以相信的，开空调400多公里，不开空调轻松500公里以上。哈曼的音响配合不错的隔音，听歌的体验也很够用。最后再说一下，行驶质感时真的好，能和其他更贵的德国油车suv 有的一拼，人机工程方面总体非常合理，很快能调整出适合的坐姿、后视镜的位置。内饰看起来很年轻，属于比较普通的，但时比简陋要好不少，这个我价位也没有去要求任何豪华感。出色的代步车，开起来也能停舒心的，作为一辆车优秀。车机能力很一般。,3.93
55,"
              2021款ID.4 X Pro 极智长续航版
            ","提车坐标：上海市
买车前也看了很多车型，特斯拉、沃尔沃、比亚迪、小鹏，但是最后选择了上汽大众ID4X ，没去看之前仅从网页或者其他平台发布的视频来看，还是不如自己开车感受来的真实！我第一次试车我就深深地被吸引了，矩阵式大灯、雨量传感器、车内饰、前排座椅按摩（副驾驶不要太舒服哦?）、尤其是天幕，全景天窗那个爽?
【空间表现】无论带男同事还是女同事，他们上车都说你车好大?♀️?觉得女孩子为什么要买这么大的车??

【充电时间】快充1小时

【续航】续航不虚（上海就算冬天也不会很冷，所以电池?加热也没有很费电）

【智能化】大灯我就没管过进地库自己开，天暗了自己开，下雨了不用管，雨量大小它自己感应自己刷，跟车安全距离也不用操心有L2

【驾驶感受】买了ID4X 油车就扔家里没动过了，简直太智能了???",4.29
56,"
              2021款ID.4 X Pro 极智长续航版
            ","【续航】
续航这个事情，我开了还没有500公里。没办法精准的讨论这个事情。
但是我对于id4的续航比较有信心，因为他的动态变化很及时很真实，所以心里不虚。

【充电时间】
70分钟从7%冲到了95%，66块钱。感觉蛮香。

【最不满意】
car play有时候链接很慢。
Arhud 在自带导航功能全面，这个不爽。
空调感觉非常耗电，我一般开一会就停掉，感觉也OK

【驾驶感受】
没开过什么车，说出来可能比较搞笑，我觉得开着很爽，没其他词。

【空间表现】
感觉还可以，我180，老婆170，后面坐家人也说挺好，挺宽敞。",4.36
57,"
              2021款ID.4 X Pure 纯净版
            ","因为第一台车是上汽朗行，置换的时候看了一眼id4x，后来试驾了一下，很上手，挺好开的，我比较注重驾驶感受和安全性能，提车后，家用充电桩已装好，用车非常方便。
就网友提问的转向准确与否，是不是没感觉准不准，就是还行？
因为我用车比较频繁，carplay导航还挺方便的，平时听歌网易云音乐，直接播放，对我来说可能有地图+音乐，已经完全满足我日常用车需求！
唯一的遗憾大概就是，之前油车是前驱，这车是后驱，开车过程中，总觉得车头飘，不知道其他车友有这种感受没？
其实小鹏p5预定了一个多月，提车时间2个月，因为小鹏460G突然下架，对于用车过程中，万一出现问题，担心维修起来比较麻烦，最后转头订了传统企业的车型，怎么说也是全球车型！
十分开心，就是汽车车牌号和摩托车车牌是差不多滴。",4
58,"
              2021款ID.4 X 1st Edition ID.初见版
            ",在驾驶体验上，感觉保留了一定的燃油车驾驶习惯，主要可以体现的是d档的松油门后继续溜车，在设计上可以说是别出心裁，不论从档把还是灯组，亦或是前后车窗调控。总体来说对该车还是很满意的，可能有的朋友对鼓刹的制动力不太抱希望，我可以告诉大家我的亲身感受，可以根据踩得快慢来调节制动力度，这点很人性化，另外堵车路段频繁点刹也没有丝毫影响。以上是我这个刚提车一天的新id4x车主得出的评价😄,4.36
59,"
              2021款ID.4 X Pro 极智长续航版
            ",我不说优点，只说几点感受，希望厂家积极召回改进，前后车窗需要转换升降非常升降不便，倒车时音乐音量不减，夜间摄像头图像太暗，严重影响倒车安全，我想大众造车理念也应该以安全为重，安全方面的零件不应该减配，省个几十元给用户的体验很差,3.93
60,"
              2021款ID.4 X Pro 极智长续航版
            ","外观：平衡，银河蓝非常靓。迎宾灯语亲切。小朋友说像龙眼，总喜欢和他互动。
安全：HUD抬显和IQ智能LED大灯同级别独一无二。夜晚开车真是非常的舒服。一点点没有疲劳感。此外中保研碰撞全五星也让我开车满满自信。
操控：底盘支撑非常好，60km时速转弯心里不慌。虽然不如ID.3 0-50km加速这么动力凶猛，但是路上超车，变道绝对够了。
续航：因为加装了热泵，冬天续航也有保证。本来打算冬季去北方游玩。目前估计0℃环境下续航350km左右。
内饰：属于简约高级，略有年轻元素。镶拼NAPA打孔皮紧致，支撑性好，当然略欠缺包裹性。天窗大玻璃，前排按摩座椅是大爱。

缺点：车机4G信号丢失2次。一次去4S重置，另一次72小时内自动恢复。",4.64
